0	18.8
30	19.6
60	22.9
90	36.4
120	50.2
150	65.3
180	82.1
210	99.8
240	119.2
270	138.2
300	158.3
360	191.8
420	203.7
480	206.3
540	205.1
600	201.7
660	196.5
720	190.9
780	184.8
840	178.0
900	172.5
960	166.4
1020	160.1
1080	154.8
1140	149.4
1200	144.0
1260	138.8
1320	134.0
1380	129.5
1440	125.0
1500	120.8
