0	20.1
30	20.1
60	20.9
90	22.9
120	26.3
150	31.0
180	36.8
210	43.6
240	50.9
270	58.6
300	66.9
330	75.4
360	84.2
390	93.0
420	102.2
450	110.4
480	119.3
510	127.2
540	134.9
570	143.0
600	150.6
630	157.3
660	163.7
690	169.0
720	172.3
750	173.4
780	174.7
810	174.8
840	174.0
870	172.6
900	171.1
930	169.1
960	167.9
