0	19.7
1	20.0
2	20.7
3	21.4
4	22.5
5	23.3
6	24.6
7	25.5
8	26.5
9	27.5
10	28.6
11	29.8
12	30.6
13	31.7
14	32.6
15	33.4
16	34.3
17	35.2
18	35.8
19	36.7
20	37.3
21	38.1
22	38.7
23	39.4
24	40.1
25	40.6
26	41.3
27	41.9
28	42.4
29	43.1
30	43.6
31	44.1
32	44.5
33	45.0
34	45.5
35	45.9
36	46.3
37	46.5
38	47.2
39	47.6
40	47.8
