0	20.7
30	20.9
60	24.0
90	29.4
120	36.5
150	44.7
180	52.9
210	62.7
240	72.2
270	82.3
300	92.6
330	102.9
360	113.0
390	123.5
420	133.2
450	143.4
480	153.1
510	162.9
540	171.7
570	180.7
600	189.6
630	198.3
660	203.8
690	206.1
720	206.7
750	206.4
780	205.2
810	203.5
840	201.3
870	198.6
900	195.8
930	192.8
960	189.9
