0	18.9
1	19.0
2	19.3
3	19.8
4	20.5
5	21.3
6	22.2
7	23.1
8	24.1
9	25.0
10	25.9
11	26.9
12	27.8
13	28.7
14	29.6
15	30.4
17	32.1
18	32.8
19	33.5
20	34.2
21	34.9
22	35.6
23	36.2
24	36.8
25	37.3
26	37.9
27	38.5
28	39.0
29	39.4
30	39.9
31	40.4
32	40.8
33	41.2
34	41.7
35	42.0
37	42.9
38	43.2
39	43.5
40	43.7
