0	19.2
1	19.2
2	19.4
3	19.6
4	19.9
5	20.3
6	20.8
7	21.2
8	21.7
9	22.2
10	22.6
11	23.1
12	23.5
13	24.0
14	24.4
15	24.8
16	25.2
17	25.6
18	26.0
19	26.4
20	26.7
21	27.1
22	27.5
23	27.8
24	28.1
25	28.3
26	28.7
27	29.0
28	29.3
29	29.5
30	29.8
31	30.1
32	30.3
33	30.6
34	30.8
35	31.0
36	31.2
37	31.4
43	32.4
44	32.5
45	32.7
46	32.8
47	32.9
48	33.1
49	33.2
50	33.4
51	33.5
52	33.5
53	33.7
54	33.8
55	33.8
56	33.9
57	34.0
58	34.2
59	34.2
60	34.3
